Region/Country/Area,,Year,Series,Value,Footnotes,Source
204,Benin,2001,Gross enrollment ratio - Tertiary (female),1.7805,Estimate.,United Nations Educational
204,Benin,2004,Students enrolled in primary education (thousands),1319.648,,United Nations Educational
204,Benin,2004,Gross enrollment ratio - Primary (male),117.2493,,United Nations Educational
204,Benin,2004,Gross enrollment ratio - Primary (female),89.8607,,United Nations Educational
204,Benin,2004,Students enrolled in secondary education (thousands),344.89,,United Nations Educational
204,Benin,2004,Gross enrollment ratio - Secondary (male),39.1527,,United Nations Educational
204,Benin,2004,Gross enrollment ratio - Secondary (female),18.4481,,United Nations Educational
204,Benin,2004,Students enrolled in tertiary education (thousands),41.282,,United Nations Educational
204,Benin,2005,Students enrolled in primary education (thousands),1318.14,,United Nations Educational
204,Benin,2005,Gross enrollment ratio - Primary (male),112.4288,,United Nations Educational
204,Benin,2005,Gross enrollment ratio - Primary (female),88.9544,,United Nations Educational
204,Benin,2005,Students enrolled in tertiary education (thousands),42.197,,United Nations Educational
204,Benin,2010,Students enrolled in primary education (thousands),1787.94,,United Nations Educational
204,Benin,2010,Gross enrollment ratio - Primary (male),126.9367,,United Nations Educational
204,Benin,2010,Gross enrollment ratio - Primary (female),113.1823,,United Nations Educational
204,Benin,2010,Students enrolled in tertiary education (thousands),114.382,,United Nations Educational
204,Benin,2010,Gross enrollment ratio - Tertiary (male),20.3073,,United Nations Educational
204,Benin,2010,Gross enrollment ratio - Tertiary (female),7.1868,,United Nations Educational
204,Benin,2014,Students enrolled in primary education (thousands),2133.33,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Primary (male),134.6228,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Primary (female),124.4281,,United Nations Educational
204,Benin,2014,Students enrolled in secondary education (thousands),896.763,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Secondary (male),66.4146,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Secondary (female),45.8066,,United Nations Educational
204,Benin,2014,Students enrolled in tertiary education (thousands),149.913,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Tertiary (male),23.2951,,United Nations Educational
204,Benin,2014,Gross enrollment ratio - Tertiary (female),8.5055,,United Nations Educational
204,Benin,2015,Students enrolled in primary education (thousands),2238.185,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Primary (male),137.1852,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Primary (female),127.615,,United Nations Educational
204,Benin,2015,Students enrolled in secondary education (thousands),963.787,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Secondary (male),68.5192,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Secondary (female),48.9276,,United Nations Educational
204,Benin,2015,Students enrolled in tertiary education (thousands),131.299,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Tertiary (male),19.2695,,United Nations Educational
204,Benin,2015,Gross enrollment ratio - Tertiary (female),7.7451,,United Nations Educational
204,Benin,2016,Students enrolled in primary education (thousands),2267.835,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Primary (male),135.1481,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Primary (female),126.5354,,United Nations Educational
204,Benin,2016,Students enrolled in secondary education (thousands),992.999,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Secondary (male),67.1424,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Secondary (female),50.7318,,United Nations Educational
204,Benin,2016,Students enrolled in tertiary education (thousands),129.302,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Tertiary (male),18.1647,,United Nations Educational
204,Benin,2016,Gross enrollment ratio - Tertiary (female),7.6417,,United Nations Educational
204,Benin,2017,Students enrolled in primary education (thousands),2251.555,,United Nations Educational
204,Benin,2017,Gross enrollment ratio - Primary (male),130.8359,,United Nations Educational
204,Benin,2017,Gross enrollment ratio - Primary (female),122.3356,,United Nations Educational
204,Benin,2017,Students enrolled in tertiary education (thousands),126.178,,United Nations Educational
204,Benin,2017,Gross enrollment ratio - Tertiary (male),16.9937,,United Nations Educational
204,Benin,2017,Gross enrollment ratio - Tertiary (female),7.4664,,United Nations Educational
204,Benin,2018,Students enrolled in primary education (thousands),2223.966,,United Nations Educational
204,Benin,2018,Gross enrollment ratio - Primary (male),125.8451,,United Nations Educational
204,Benin,2018,Gross enrollment ratio - Primary (female),117.9589,,United Nations Educational
60,Bermuda,2005,Students enrolled in primary education (thousands),4.76,,United Nations Educational
60,Bermuda,2005,Gross enrollment ratio - Primary (male),95.1229,,United Nations Educational
60,Bermuda,2005,Gross enrollment ratio - Primary (female),100.0417,,United Nations Educational
60,Bermuda,2005,Students enrolled in secondary education (thousands),4.756,,United Nations Educational
60,Bermuda,2005,Gross enrollment ratio - Secondary (male),73.9216,,United Nations Educational
60,Bermuda,2005,Gross enrollment ratio - Secondary (female),83.6071,,United Nations Educational
60,Bermuda,2006,Students enrolled in primary education (thousands),4.678,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Primary (male),93.7781,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Primary (female),101.1869,,United Nations Educational
60,Bermuda,2006,Students enrolled in secondary education (thousands),4.518,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Secondary (male),72.0434,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Secondary (female),78.362,,United Nations Educational
60,Bermuda,2006,Students enrolled in tertiary education (thousands),1.208,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Tertiary (male),18.0219,,United Nations Educational
60,Bermuda,2006,Gross enrollment ratio - Tertiary (female),40.2232,,United Nations Educational
60,Bermuda,2010,Students enrolled in primary education (thousands),4.473,,United Nations Educational
60,Bermuda,2010,Students enrolled in secondary education (thousands),4.418,,United Nations Educational
60,Bermuda,2010,Gross enrollment ratio - Secondary (male),71.1864,,United Nations Educational
60,Bermuda,2010,Gross enrollment ratio - Secondary (female),83.7176,,United Nations Educational
60,Bermuda,2010,Students enrolled in tertiary education (thousands),1.269,,United Nations Educational
60,Bermuda,2010,Gross enrollment ratio - Tertiary (male),20.1163,,United Nations Educational
60,Bermuda,2010,Gross enrollment ratio - Tertiary (female),41.376,,United Nations Educational
60,Bermuda,2014,Students enrolled in primary education (thousands),4.1,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Primary (male),99.5301,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Primary (female),96.5417,,United Nations Educational
60,Bermuda,2014,Students enrolled in secondary education (thousands),4.093,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Secondary (male),71.7183,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Secondary (female),82.016,,United Nations Educational
60,Bermuda,2014,Students enrolled in tertiary education (thousands),1.108,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Tertiary (male),19.697,,United Nations Educational
60,Bermuda,2014,Gross enrollment ratio - Tertiary (female),36.9342,,United Nations Educational
60,Bermuda,2015,Students enrolled in primary education (thousands),4.147,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Primary (male),102.0604,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Primary (female),100.1987,,United Nations Educational
60,Bermuda,2015,Students enrolled in secondary education (thousands),4.04,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Secondary (male),72.615,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Secondary (female),81.4513,,United Nations Educational
60,Bermuda,2015,Students enrolled in tertiary education (thousands),0.973,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Tertiary (male),15.2629,,United Nations Educational
60,Bermuda,2015,Gross enrollment ratio - Tertiary (female),35.2695,,United Nations Educational
60,Bermuda,2018,Students enrolled in tertiary education (thousands),0.712,,United Nations Educational
60,Bermuda,2018,Gross enrollment ratio - Tertiary (male),15.2836,,United Nations Educational
60,Bermuda,2018,Gross enrollment ratio - Tertiary (female),22.9053,,United Nations Educational
64,Bhutan,2005,Students enrolled in primary education (thousands),99.458,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Primary (male),92.2058,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Primary (female),89.8837,,United Nations Educational
64,Bhutan,2005,Students enrolled in secondary education (thousands),42.144,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Secondary (male),46.326,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Secondary (female),42.7165,,United Nations Educational
64,Bhutan,2005,Students enrolled in tertiary education (thousands),3.553,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Tertiary (male),6.1773,,United Nations Educational
64,Bhutan,2005,Gross enrollment ratio - Tertiary (female),3.7464,,United Nations Educational
64,Bhutan,2010,Students enrolled in primary education (thousands),110.369,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Primary (male),107.0136,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Primary (female),109.4482,,United Nations Educational
64,Bhutan,2010,Students enrolled in secondary education (thousands),60.036,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Secondary (male),62.4728,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Secondary (female),64.7047,,United Nations Educational
64,Bhutan,2010,Students enrolled in tertiary education (thousands),5.499,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Tertiary (male),8.8485,,United Nations Educational
64,Bhutan,2010,Gross enrollment ratio - Tertiary (female),5.5163,,United Nations Educational
64,Bhutan,2013,Students enrolled in primary education (thousands),104.323,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Primary (male),106.4296,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Primary (female),107.4709,,United Nations Educational
64,Bhutan,2013,Students enrolled in secondary education (thousands),68.775,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Secondary (male),72.7332,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Secondary (female),78.6051,,United Nations Educational
64,Bhutan,2013,Students enrolled in tertiary education (thousands),8.543,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Tertiary (male),12.2484,,United Nations Educational
64,Bhutan,2013,Gross enrollment ratio - Tertiary (female),9.4344,,United Nations Educational
64,Bhutan,2014,Students enrolled in primary education (thousands),101.667,,United Nations Educational
64,Bhutan,2014,Gross enrollment ratio - Primary (male),104.7513,,United Nations Educational
64,Bhutan,2014,Gross enrollment ratio - Primary (female),106.223,,United Nations Educational
64,Bhutan,2014,Students enrolled in secondary education (thousands),74.227,,United Nations Educational
64,Bhutan,2014,Gross enrollment ratio - Secondary (male),79.6885,,United Nations Educational
64,Bhutan,2014,Gross enrollment ratio - Secondary (female),85.8575,,United Nations Educational
64,Bhutan,2015,Students enrolled in primary education (thousands),99.291,,United Nations Educational
64,Bhutan,2015,Gross enrollment ratio - Primary (male),103.6796,,United Nations Educational
64,Bhutan,2015,Gross enrollment ratio - Primary (female),104.8043,,United Nations Educational
64,Bhutan,2015,Students enrolled in secondary education (thousands),74.32,,United Nations Educational
64,Bhutan,2015,Gross enrollment ratio - Secondary (male),81.2827,,United Nations Educational
64,Bhutan,2015,Gross enrollment ratio - Secondary (female),86.8408,,United Nations Educational
64,Bhutan,2018,Students enrolled in primary education (thousands),91.768,,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Primary (male),100.058,,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Primary (female),100.2238,,United Nations Educational
64,Bhutan,2018,Students enrolled in secondary education (thousands),76.221,Estimate.,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Secondary (male),84.7075,Estimate.,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Secondary (female),95.7101,Estimate.,United Nations Educational
64,Bhutan,2018,Students enrolled in tertiary education (thousands),11.944,,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Tertiary (male),15.6106,,United Nations Educational
64,Bhutan,2018,Gross enrollment ratio - Tertiary (female),15.4921,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Students enrolled in primary education (thousands),1512.676,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Gross enrollment ratio - Primary (male),114.7443,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Gross enrollment ratio - Primary (female),114.8849,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Students enrolled in secondary education (thousands),1038.195,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Gross enrollment ratio - Secondary (male),89.0138,,United Nations Educational
68,Bolivia (Plurin. State of),2005,Gross enrollment ratio - Secondary (female),84.9408,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Students enrolled in primary education (thousands),1444.023,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Gross enrollment ratio - Primary (male),104.8114,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Gross enrollment ratio - Primary (female),104.2173,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Students enrolled in secondary education (thousands),1135.844,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Gross enrollment ratio - Secondary (male),88.8904,,United Nations Educational
68,Bolivia (Plurin. State of),2010,Gross enrollment ratio - Secondary (female),88.5203,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Students enrolled in primary education (thousands),1345.789,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Gross enrollment ratio - Primary (male),96.9989,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Gross enrollment ratio - Primary (female),94.7596,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Students enrolled in secondary education (thousands),1208.552,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Gross enrollment ratio - Secondary (male),90.7573,,United Nations Educational
68,Bolivia (Plurin. State of),2014,Gross enrollment ratio - Secondary (female),89.9939,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Students enrolled in primary education (thousands),1345.182,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Gross enrollment ratio - Primary (male),96.8717,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Gross enrollment ratio - Primary (female),94.9035,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Students enrolled in secondary education (thousands),1233.875,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Gross enrollment ratio - Secondary (male),92.0263,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Gross enrollment ratio - Secondary (female),90.6749,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Students enrolled in primary education (thousands),1379.099,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Gross enrollment ratio - Primary (male),98.6317,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Gross enrollment ratio - Primary (female),97.649,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Students enrolled in secondary education (thousands),1233.738,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Gross enrollment ratio - Secondary (male),90.6518,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Gross enrollment ratio - Secondary (female),88.7583,,United Nations Educational
70,Bosnia and Herzegovina,2005,Students enrolled in tertiary education (thousands),84.422,,United Nations Educational
70,Bosnia and Herzegovina,2010,Students enrolled in primary education (thousands),175.271,,United Nations Educational
70,Bosnia and Herzegovina,2010,Students enrolled in secondary education (thousands),322.766,,United Nations Educational
70,Bosnia and Herzegovina,2010,Students enrolled in tertiary education (thousands),105.137,,United Nations Educational
70,Bosnia and Herzegovina,2014,Students enrolled in primary education (thousands),161.023,,United Nations Educational
70,Bosnia and Herzegovina,2014,Students enrolled in secondary education (thousands),297.46,,United Nations Educational
70,Bosnia and Herzegovina,2014,Students enrolled in tertiary education (thousands),111.97,,United Nations Educational
70,Bosnia and Herzegovina,2015,Students enrolled in primary education (thousands),162.629,,United Nations Educational
70,Bosnia and Herzegovina,2015,Students enrolled in secondary education (thousands),278.071,,United Nations Educational
70,Bosnia and Herzegovina,2015,Students enrolled in tertiary education (thousands),108.475,,United Nations Educational
70,Bosnia and Herzegovina,2018,Students enrolled in primary education (thousands),159.38,,United Nations Educational
70,Bosnia and Herzegovina,2018,Students enrolled in secondary education (thousands),247.714,,United Nations Educational
70,Bosnia and Herzegovina,2018,Students enrolled in tertiary education (thousands),95.142,,United Nations Educational
72,Botswana,2005,Students enrolled in primary education (thousands),329.191,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Primary (male),111.8563,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Primary (female),110.4301,,United Nations Educational
72,Botswana,2005,Students enrolled in secondary education (thousands),173.027,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Secondary (male),82.4303,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Secondary (female),84.8016,,United Nations Educational
72,Botswana,2005,Students enrolled in tertiary education (thousands),19.655,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Tertiary (male),10.6805,,United Nations Educational
72,Botswana,2005,Gross enrollment ratio - Tertiary (female),9.1928,,United Nations Educational
72,Botswana,2006,Students enrolled in primary education (thousands),330.417,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Primary (male),112.5184,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Primary (female),110.3994,,United Nations Educational
72,Botswana,2006,Students enrolled in secondary education (thousands),176.902,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Secondary (male),82.8091,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Secondary (female),87.2033,,United Nations Educational
72,Botswana,2006,Students enrolled in tertiary education (thousands),21.738,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Tertiary (male),12.1283,,United Nations Educational
72,Botswana,2006,Gross enrollment ratio - Tertiary (female),9.6835,,United Nations Educational
72,Botswana,2008,Students enrolled in primary education (thousands),327.233,,United Nations Educational
72,Botswana,2008,Gross enrollment ratio - Primary (male),109.6505,,United Nations Educational
72,Botswana,2008,Gross enrollment ratio - Primary (female),107.3199,,United Nations Educational
72,Botswana,2008,Students enrolled in secondary education (thousands),168.22,,United Nations Educational
72,Botswana,2008,Gross enrollment ratio - Secondary (male),76.3636,,United Nations Educational
72,Botswana,2008,Gross enrollment ratio - Secondary (female),83.5181,,United Nations Educational
72,Botswana,2008,Students enrolled in tertiary education (thousands),31.129,,United Nations Educational
72,Botswana,2009,Students enrolled in primary education (thousands),330.775,,United Nations Educational
72,Botswana,2009,Gross enrollment ratio - Primary (male),109.7733,,United Nations Educational
72,Botswana,2009,Gross enrollment ratio - Primary (female),106.5948,,United Nations Educational
72,Botswana,2009,Students enrolled in tertiary education (thousands),47.889,,United Nations Educational
72,Botswana,2010,Students enrolled in tertiary education (thousands),42.366,,United Nations Educational
72,Botswana,2014,Students enrolled in primary education (thousands),340.7,,United Nations Educational
72,Botswana,2014,Gross enrollment ratio - Primary (male),105.2621,,United Nations Educational
72,Botswana,2014,Gross enrollment ratio - Primary (female),102.1402,,United Nations Educational
72,Botswana,2014,Students enrolled in tertiary education (thousands),55.128,,United Nations Educational
72,Botswana,2014,Gross enrollment ratio - Tertiary (male),24.5686,,United Nations Educational
72,Botswana,2014,Gross enrollment ratio - Tertiary (female),30.018,,United Nations Educational
72,Botswana,2015,Students enrolled in primary education (thousands),344.618,,United Nations Educational
72,Botswana,2015,Gross enrollment ratio - Primary (male),104.3856,,United Nations Educational
72,Botswana,2015,Gross enrollment ratio - Primary (female),102.0645,,United Nations Educational
72,Botswana,2015,Students enrolled in tertiary education (thousands),60.583,,United Nations Educational
72,Botswana,2015,Gross enrollment ratio - Tertiary (male),25.8207,,United Nations Educational
72,Botswana,2015,Gross enrollment ratio - Tertiary (female),34.6195,,United Nations Educational
72,Botswana,2017,Students enrolled in tertiary education (thousands),49.444,,United Nations Educational
72,Botswana,2017,Gross enrollment ratio - Tertiary (male),20.4817,,United Nations Educational
72,Botswana,2017,Gross enrollment ratio - Tertiary (female),29.2447,,United Nations Educational
76,Brazil,2005,Students enrolled in primary education (thousands),18661.105,,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Primary (male),137.2152,Estimate.,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Primary (female),129.1646,Estimate.,United Nations Educational
76,Brazil,2005,Students enrolled in secondary education (thousands),24863.112,,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Secondary (male),96.5187,Estimate.,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Secondary (female),106.2145,Estimate.,United Nations Educational
76,Brazil,2005,Students enrolled in tertiary education (thousands),4572.297,,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Tertiary (male),22.7626,Estimate.,United Nations Educational
76,Brazil,2005,Gross enrollment ratio - Tertiary (female),29.2681,Estimate.,United Nations Educational
76,Brazil,2009,Students enrolled in primary education (thousands),17451.886,,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Primary (male),133.9461,Estimate.,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Primary (female),128.188,Estimate.,United Nations Educational
76,Brazil,2009,Students enrolled in secondary education (thousands),23616.942,,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Secondary (male),91.4507,Estimate.,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Secondary (female),102.1236,Estimate.,United Nations Educational
76,Brazil,2009,Students enrolled in tertiary education (thousands),6115.138,,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Tertiary (male),31.9058,Estimate.,United Nations Educational
76,Brazil,2009,Gross enrollment ratio - Tertiary (female),42.1642,Estimate.,United Nations Educational
76,Brazil,2010,Students enrolled in primary education (thousands),16893.49,,United Nations Educational
76,Brazil,2010,Students enrolled in secondary education (thousands),23538.717,,United Nations Educational
76,Brazil,2010,Students enrolled in tertiary education (thousands),6552.707,,United Nations Educational
76,Brazil,2014,Students enrolled in primary education (thousands),16630.217,,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Primary (male),116.7095,Estimate.,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Primary (female),111.6979,Estimate.,United Nations Educational
76,Brazil,2014,Students enrolled in secondary education (thousands),24224.945,,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Secondary (male),96.7724,Estimate.,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Secondary (female),105.167,Estimate.,United Nations Educational
76,Brazil,2014,Students enrolled in tertiary education (thousands),8072.146,,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Tertiary (male),42.3421,Estimate.,United Nations Educational
76,Brazil,2014,Gross enrollment ratio - Tertiary (female),57.5874,Estimate.,United Nations Educational
76,Brazil,2015,Students enrolled in primary education (thousands),16299.166,,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Primary (male),115.0574,Estimate.,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Primary (female),110.392,Estimate.,United Nations Educational
76,Brazil,2015,Students enrolled in secondary education (thousands),23501.784,,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Secondary (male),97.3995,Estimate.,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Secondary (female),102.8562,Estimate.,United Nations Educational
76,Brazil,2015,Students enrolled in tertiary education (thousands),8285.475,,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Tertiary (male),43.6659,Estimate.,United Nations Educational
76,Brazil,2015,Gross enrollment ratio - Tertiary (female),58.5037,Estimate.,United Nations Educational
76,Brazil,2017,Students enrolled in primary education (thousands),16106.812,,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Primary (male),117.3906,Estimate.,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Primary (female),113.4071,Estimate.,United Nations Educational
76,Brazil,2017,Students enrolled in secondary education (thousands),23118.179,,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Secondary (male),99.3048,Estimate.,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Secondary (female),102.4153,Estimate.,United Nations Educational
76,Brazil,2017,Students enrolled in tertiary education (thousands),8571.423,,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Tertiary (male),43.5291,Estimate.,United Nations Educational
76,Brazil,2017,Gross enrollment ratio - Tertiary (female),59.4474,Estimate.,United Nations Educational
92,British Virgin Islands,2004,Students enrolled in primary education (thousands),2.824,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Primary (male),113.2353,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Primary (female),107.8447,,United Nations Educational
92,British Virgin Islands,2004,Students enrolled in secondary education (thousands),1.707,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Secondary (male),104.3423,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Secondary (female),107.4879,,United Nations Educational
92,British Virgin Islands,2004,Students enrolled in tertiary education (thousands),1.136,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Tertiary (male),43.2668,,United Nations Educational
92,British Virgin Islands,2004,Gross enrollment ratio - Tertiary (female),98.0124,,United Nations Educational
92,British Virgin Islands,2005,Students enrolled in primary education (thousands),2.898,,United Nations Educational
92,British Virgin Islands,2005,Gross enrollment ratio - Primary (male),114.7666,,United Nations Educational
92,British Virgin Islands,2005,Gross enrollment ratio - Primary (female),109.8193,,United Nations Educational
92,British Virgin Islands,2005,Students enrolled in secondary education (thousands),1.882,,United Nations Educational
92,British Virgin Islands,2005,Gross enrollment ratio - Secondary (male),110.6547,,United Nations Educational
92,British Virgin Islands,2005,Gross enrollment ratio - Secondary (female),123.6364,,United Nations Educational
92,British Virgin Islands,2009,Students enrolled in primary education (thousands),3.128,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Primary (male),109.5533,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Primary (female),108.7172,,United Nations Educational
92,British Virgin Islands,2009,Students enrolled in secondary education (thousands),1.942,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Secondary (male),104.0975,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Secondary (female),109.7481,,United Nations Educational
92,British Virgin Islands,2009,Students enrolled in tertiary education (thousands),1.211,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Tertiary (male),56.168,,United Nations Educational
92,British Virgin Islands,2009,Gross enrollment ratio - Tertiary (female),89.5881,,United Nations Educational
92,British Virgin Islands,2010,Students enrolled in primary education (thousands),3.201,,United Nations Educational
92,British Virgin Islands,2010,Students enrolled in secondary education (thousands),2.029,,United Nations Educational
92,British Virgin Islands,2010,Gross enrollment ratio - Secondary (male),107.1429,,United Nations Educational
92,British Virgin Islands,2010,Gross enrollment ratio - Secondary (female),109.0522,,United Nations Educational
92,British Virgin Islands,2014,Students enrolled in primary education (thousands),3.277,,United Nations Educational
92,British Virgin Islands,2014,Gross enrollment ratio - Primary (male),113.8981,,United Nations Educational
92,British Virgin Islands,2014,Gross enrollment ratio - Primary (female),108.6592,,United Nations Educational
92,British Virgin Islands,2014,Students enrolled in secondary education (thousands),1.987,,United Nations Educational
92,British Virgin Islands,2014,Gross enrollment ratio - Secondary (male),88.0996,,United Nations Educational
92,British Virgin Islands,2014,Gross enrollment ratio - Secondary (female),97.5425,,United Nations Educational
92,British Virgin Islands,2015,Students enrolled in primary education (thousands),3.358,,United Nations Educational
92,British Virgin Islands,2015,Gross enrollment ratio - Primary (male),122.283,,United Nations Educational
92,British Virgin Islands,2015,Gross enrollment ratio - Primary (female),114.5256,,United Nations Educational
92,British Virgin Islands,2015,Students enrolled in secondary education (thousands),2.027,,United Nations Educational
92,British Virgin Islands,2015,Gross enrollment ratio - Secondary (male),89.3116,,United Nations Educational
92,British Virgin Islands,2015,Gross enrollment ratio - Secondary (female),96.9274,,United Nations Educational
92,British Virgin Islands,2015,Students enrolled in tertiary education (thousands),0.827,,United Nations Educational
92,British Virgin Islands,2015,Gross enrollment ratio - Tertiary (male),30.2254,,United Nations Educational
