Region/Country/Area,,Year,Series,Value,Footnotes,Source
204,Benin,2011,Pupil-teacher ratio in primary education,44.2007,,United Nations Educational
204,Benin,2011,Teachers at tertiary level (thousands),6.385,,United Nations Educational
204,Benin,2011,Pupil-teacher ratio in tertiary education,17.2562,,United Nations Educational
204,Benin,2015,Teachers at primary level (thousands),49.688,,United Nations Educational
204,Benin,2015,Pupil-teacher ratio in primary education,45.0448,,United Nations Educational
204,Benin,2015,Teachers at secondary level (thousands),93.366,,United Nations Educational
204,Benin,2015,Pupil-teacher ratio in secondary education,10.3227,,United Nations Educational
204,Benin,2016,Teachers at primary level (thousands),54.463,,United Nations Educational
204,Benin,2016,Pupil-teacher ratio in primary education,41.6399,,United Nations Educational
204,Benin,2016,Teachers at secondary level (thousands),90.341,,United Nations Educational
204,Benin,2016,Pupil-teacher ratio in secondary education,10.9917,,United Nations Educational
204,Benin,2017,Teachers at primary level (thousands),51.677,,United Nations Educational
204,Benin,2017,Pupil-teacher ratio in primary education,43.5698,,United Nations Educational
204,Benin,2017,Teachers at tertiary level (thousands),4.279,,United Nations Educational
204,Benin,2017,Pupil-teacher ratio in tertiary education,29.4877,,United Nations Educational
204,Benin,2018,Teachers at primary level (thousands),56.738,,United Nations Educational
204,Benin,2018,Pupil-teacher ratio in primary education,39.1971,,United Nations Educational
60,Bermuda,2005,Teachers at primary level (thousands),0.571,,United Nations Educational
60,Bermuda,2005,Pupil-teacher ratio in primary education,8.3363,,United Nations Educational
60,Bermuda,2005,Teachers at secondary level (thousands),0.682,,United Nations Educational
60,Bermuda,2005,Pupil-teacher ratio in secondary education,6.9736,,United Nations Educational
60,Bermuda,2005,Teachers at tertiary level (thousands),0.069,,United Nations Educational
60,Bermuda,2010,Teachers at primary level (thousands),0.608,,United Nations Educational
60,Bermuda,2010,Pupil-teacher ratio in primary education,7.3569,,United Nations Educational
60,Bermuda,2010,Teachers at secondary level (thousands),0.825,,United Nations Educational
60,Bermuda,2010,Pupil-teacher ratio in secondary education,5.3552,,United Nations Educational
60,Bermuda,2010,Teachers at tertiary level (thousands),0.083,,United Nations Educational
60,Bermuda,2010,Pupil-teacher ratio in tertiary education,15.2892,,United Nations Educational
60,Bermuda,2015,Teachers at primary level (thousands),0.398,,United Nations Educational
60,Bermuda,2015,Pupil-teacher ratio in primary education,10.4196,,United Nations Educational
60,Bermuda,2015,Teachers at secondary level (thousands),0.638,,United Nations Educational
60,Bermuda,2015,Pupil-teacher ratio in secondary education,6.3323,,United Nations Educational
60,Bermuda,2015,Teachers at tertiary level (thousands),0.052,,United Nations Educational
60,Bermuda,2015,Pupil-teacher ratio in tertiary education,18.7115,,United Nations Educational
60,Bermuda,2016,Teachers at primary level (thousands),0.42,,United Nations Educational
60,Bermuda,2016,Teachers at secondary level (thousands),0.672,,United Nations Educational
60,Bermuda,2018,Teachers at tertiary level (thousands),0.049,,United Nations Educational
60,Bermuda,2018,Pupil-teacher ratio in tertiary education,14.5306,,United Nations Educational
64,Bhutan,2005,Teachers at primary level (thousands),3.203,,United Nations Educational
64,Bhutan,2005,Pupil-teacher ratio in primary education,31.0515,,United Nations Educational
64,Bhutan,2005,Teachers at secondary level (thousands),1.499,,United Nations Educational
64,Bhutan,2005,Pupil-teacher ratio in secondary education,28.1147,,United Nations Educational
64,Bhutan,2010,Teachers at primary level (thousands),4.262,,United Nations Educational
64,Bhutan,2010,Pupil-teacher ratio in primary education,25.8961,,United Nations Educational
64,Bhutan,2010,Teachers at secondary level (thousands),2.805,,United Nations Educational
64,Bhutan,2010,Pupil-teacher ratio in secondary education,21.4032,,United Nations Educational
64,Bhutan,2010,Teachers at tertiary level (thousands),0.815,,United Nations Educational
64,Bhutan,2010,Pupil-teacher ratio in tertiary education,6.7472,,United Nations Educational
64,Bhutan,2012,Teachers at primary level (thousands),4.61,,United Nations Educational
64,Bhutan,2012,Pupil-teacher ratio in primary education,23.9859,,United Nations Educational
64,Bhutan,2012,Teachers at secondary level (thousands),3.322,,United Nations Educational
64,Bhutan,2012,Pupil-teacher ratio in secondary education,19.8892,,United Nations Educational
64,Bhutan,2012,Teachers at tertiary level (thousands),0.955,,United Nations Educational
64,Bhutan,2012,Pupil-teacher ratio in tertiary education,7.7487,,United Nations Educational
64,Bhutan,2015,Teachers at primary level (thousands),2.482,,United Nations Educational
64,Bhutan,2015,Pupil-teacher ratio in primary education,40.0044,,United Nations Educational
64,Bhutan,2015,Teachers at secondary level (thousands),6.119,,United Nations Educational
64,Bhutan,2015,Pupil-teacher ratio in secondary education,12.1458,,United Nations Educational
64,Bhutan,2018,Teachers at primary level (thousands),2.647,,United Nations Educational
64,Bhutan,2018,Pupil-teacher ratio in primary education,34.6687,,United Nations Educational
64,Bhutan,2018,Teachers at secondary level (thousands),7.048,Estimate.,United Nations Educational
64,Bhutan,2018,Pupil-teacher ratio in secondary education,10.8146,Estimate.,United Nations Educational
64,Bhutan,2018,Teachers at tertiary level (thousands),0.766,,United Nations Educational
64,Bhutan,2018,Pupil-teacher ratio in tertiary education,15.5927,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Teachers at primary level (thousands),79.139,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Pupil-teacher ratio in primary education,16.9977,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Teachers at secondary level (thousands),60.493,,United Nations Educational
68,Bolivia (Plurin. State of),2015,Pupil-teacher ratio in secondary education,20.397,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Teachers at primary level (thousands),77.485,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Pupil-teacher ratio in primary education,17.7983,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Teachers at secondary level (thousands),66.702,,United Nations Educational
68,Bolivia (Plurin. State of),2018,Pupil-teacher ratio in secondary education,18.4963,,United Nations Educational
70,Bosnia and Herzegovina,2010,Teachers at tertiary level (thousands),8.463,,United Nations Educational
70,Bosnia and Herzegovina,2010,Pupil-teacher ratio in tertiary education,12.4231,,United Nations Educational
70,Bosnia and Herzegovina,2015,Teachers at primary level (thousands),9.475,,United Nations Educational
70,Bosnia and Herzegovina,2015,Pupil-teacher ratio in primary education,17.164,,United Nations Educational
70,Bosnia and Herzegovina,2015,Teachers at secondary level (thousands),27.405,,United Nations Educational
70,Bosnia and Herzegovina,2015,Pupil-teacher ratio in secondary education,10.1467,,United Nations Educational
70,Bosnia and Herzegovina,2015,Teachers at tertiary level (thousands),9.581,,United Nations Educational
70,Bosnia and Herzegovina,2015,Pupil-teacher ratio in tertiary education,11.3219,,United Nations Educational
70,Bosnia and Herzegovina,2018,Teachers at primary level (thousands),9.416,,United Nations Educational
70,Bosnia and Herzegovina,2018,Pupil-teacher ratio in primary education,16.9265,,United Nations Educational
70,Bosnia and Herzegovina,2018,Teachers at secondary level (thousands),27.153,,United Nations Educational
70,Bosnia and Herzegovina,2018,Pupil-teacher ratio in secondary education,9.1229,,United Nations Educational
70,Bosnia and Herzegovina,2018,Teachers at tertiary level (thousands),10.15,,United Nations Educational
70,Bosnia and Herzegovina,2018,Pupil-teacher ratio in tertiary education,9.3736,,United Nations Educational
72,Botswana,2005,Teachers at primary level (thousands),12.884,,United Nations Educational
72,Botswana,2005,Pupil-teacher ratio in primary education,25.5504,,United Nations Educational
72,Botswana,2005,Teachers at secondary level (thousands),12.559,,United Nations Educational
72,Botswana,2005,Pupil-teacher ratio in secondary education,13.7771,,United Nations Educational
72,Botswana,2007,Teachers at primary level (thousands),12.989,,United Nations Educational
72,Botswana,2007,Pupil-teacher ratio in primary education,25.2227,,United Nations Educational
72,Botswana,2007,Teachers at secondary level (thousands),12.902,,United Nations Educational
72,Botswana,2007,Pupil-teacher ratio in secondary education,13.8207,,United Nations Educational
72,Botswana,2009,Teachers at primary level (thousands),12.964,,United Nations Educational
72,Botswana,2009,Pupil-teacher ratio in primary education,25.5149,,United Nations Educational
72,Botswana,2012,Teachers at primary level (thousands),14.342,,United Nations Educational
72,Botswana,2012,Pupil-teacher ratio in primary education,23.4158,,United Nations Educational
72,Botswana,2012,Teachers at tertiary level (thousands),2.141,,United Nations Educational
72,Botswana,2012,Pupil-teacher ratio in tertiary education,21.7716,,United Nations Educational
72,Botswana,2015,Teachers at primary level (thousands),14.533,,United Nations Educational
72,Botswana,2015,Pupil-teacher ratio in primary education,23.7128,,United Nations Educational
72,Botswana,2017,Teachers at tertiary level (thousands),2.709,,United Nations Educational
72,Botswana,2017,Pupil-teacher ratio in tertiary education,18.2518,,United Nations Educational
76,Brazil,2005,Teachers at primary level (thousands),886.781,,United Nations Educational
76,Brazil,2005,Pupil-teacher ratio in primary education,21.0437,,United Nations Educational
76,Brazil,2005,Teachers at secondary level (thousands),1611.582,,United Nations Educational
76,Brazil,2005,Pupil-teacher ratio in secondary education,15.4278,,United Nations Educational
76,Brazil,2005,Teachers at tertiary level (thousands),292.504,,United Nations Educational
76,Brazil,2005,Pupil-teacher ratio in tertiary education,15.6316,,United Nations Educational
76,Brazil,2010,Teachers at primary level (thousands),762.132,,United Nations Educational
76,Brazil,2010,Pupil-teacher ratio in primary education,22.1661,,United Nations Educational
76,Brazil,2010,Teachers at secondary level (thousands),1412.582,,United Nations Educational
76,Brazil,2010,Pupil-teacher ratio in secondary education,16.6636,,United Nations Educational
76,Brazil,2010,Teachers at tertiary level (thousands),345.335,,United Nations Educational
76,Brazil,2010,Pupil-teacher ratio in tertiary education,18.9749,,United Nations Educational
76,Brazil,2015,Teachers at primary level (thousands),791.787,,United Nations Educational
76,Brazil,2015,Pupil-teacher ratio in primary education,20.5853,,United Nations Educational
76,Brazil,2015,Teachers at secondary level (thousands),1428.559,,United Nations Educational
76,Brazil,2015,Pupil-teacher ratio in secondary education,16.4514,,United Nations Educational
76,Brazil,2015,Teachers at tertiary level (thousands),428.912,,United Nations Educational
76,Brazil,2015,Pupil-teacher ratio in tertiary education,19.3174,,United Nations Educational
76,Brazil,2017,Teachers at primary level (thousands),796.457,,United Nations Educational
76,Brazil,2017,Pupil-teacher ratio in primary education,20.2231,,United Nations Educational
76,Brazil,2017,Teachers at secondary level (thousands),1382.343,,United Nations Educational
76,Brazil,2017,Pupil-teacher ratio in secondary education,16.7239,,United Nations Educational
76,Brazil,2017,Teachers at tertiary level (thousands),445.514,,United Nations Educational
76,Brazil,2017,Pupil-teacher ratio in tertiary education,19.2394,,United Nations Educational
92,British Virgin Islands,2004,Teachers at primary level (thousands),0.203,,United Nations Educational
92,British Virgin Islands,2004,Pupil-teacher ratio in primary education,13.9113,,United Nations Educational
92,British Virgin Islands,2004,Teachers at secondary level (thousands),0.184,,United Nations Educational
92,British Virgin Islands,2004,Pupil-teacher ratio in secondary education,9.2772,,United Nations Educational
92,British Virgin Islands,2004,Teachers at tertiary level (thousands),0.104,,United Nations Educational
92,British Virgin Islands,2004,Pupil-teacher ratio in tertiary education,10.9231,,United Nations Educational
92,British Virgin Islands,2005,Teachers at primary level (thousands),0.194,,United Nations Educational
92,British Virgin Islands,2005,Pupil-teacher ratio in primary education,14.9381,,United Nations Educational
92,British Virgin Islands,2005,Teachers at secondary level (thousands),0.203,,United Nations Educational
92,British Virgin Islands,2005,Pupil-teacher ratio in secondary education,9.2709,,United Nations Educational
92,British Virgin Islands,2009,Teachers at primary level (thousands),0.232,,United Nations Educational
92,British Virgin Islands,2009,Pupil-teacher ratio in primary education,13.4828,,United Nations Educational
92,British Virgin Islands,2009,Teachers at secondary level (thousands),0.223,,United Nations Educational
92,British Virgin Islands,2009,Pupil-teacher ratio in secondary education,8.7085,,United Nations Educational
92,British Virgin Islands,2009,Teachers at tertiary level (thousands),0.105,,United Nations Educational
92,British Virgin Islands,2009,Pupil-teacher ratio in tertiary education,11.5333,,United Nations Educational
92,British Virgin Islands,2010,Teachers at primary level (thousands),0.242,,United Nations Educational
92,British Virgin Islands,2010,Pupil-teacher ratio in primary education,13.2273,,United Nations Educational
92,British Virgin Islands,2010,Teachers at secondary level (thousands),0.233,,United Nations Educational
92,British Virgin Islands,2010,Pupil-teacher ratio in secondary education,8.7082,,United Nations Educational
92,British Virgin Islands,2015,Teachers at primary level (thousands),0.286,,United Nations Educational
92,British Virgin Islands,2015,Pupil-teacher ratio in primary education,11.7413,,United Nations Educational
92,British Virgin Islands,2015,Teachers at secondary level (thousands),0.251,,United Nations Educational
92,British Virgin Islands,2015,Pupil-teacher ratio in secondary education,8.0757,,United Nations Educational
92,British Virgin Islands,2015,Teachers at tertiary level (thousands),0.087,,United Nations Educational
92,British Virgin Islands,2015,Pupil-teacher ratio in tertiary education,9.5058,,United Nations Educational
92,British Virgin Islands,2017,Teachers at primary level (thousands),0.287,,United Nations Educational
92,British Virgin Islands,2017,Pupil-teacher ratio in primary education,11.6167,,United Nations Educational
92,British Virgin Islands,2017,Teachers at secondary level (thousands),0.259,,United Nations Educational
92,British Virgin Islands,2017,Pupil-teacher ratio in secondary education,8.7066,,United Nations Educational
92,British Virgin Islands,2018,Teachers at tertiary level (thousands),0.064,,United Nations Educational
92,British Virgin Islands,2018,Pupil-teacher ratio in tertiary education,5.4375,,United Nations Educational
96,Brunei Darussalam,2005,Teachers at primary level (thousands),4.548,,United Nations Educational
96,Brunei Darussalam,2005,Pupil-teacher ratio in primary education,10.117,,United Nations Educational
96,Brunei Darussalam,2005,Teachers at secondary level (thousands),4.35,,United Nations Educational
96,Brunei Darussalam,2005,Pupil-teacher ratio in secondary education,10.092,,United Nations Educational
96,Brunei Darussalam,2005,Teachers at tertiary level (thousands),0.59,,United Nations Educational
96,Brunei Darussalam,2005,Pupil-teacher ratio in tertiary education,8.5136,,United Nations Educational
96,Brunei Darussalam,2009,Teachers at primary level (thousands),3.739,,United Nations Educational
96,Brunei Darussalam,2009,Pupil-teacher ratio in primary education,11.95,,United Nations Educational
96,Brunei Darussalam,2009,Teachers at secondary level (thousands),4.601,,United Nations Educational
96,Brunei Darussalam,2009,Pupil-teacher ratio in secondary education,10.4584,,United Nations Educational
96,Brunei Darussalam,2009,Teachers at tertiary level (thousands),0.638,,United Nations Educational
96,Brunei Darussalam,2009,Pupil-teacher ratio in tertiary education,9.5721,,United Nations Educational
96,Brunei Darussalam,2010,Teachers at primary level (thousands),3.896,,United Nations Educational
96,Brunei Darussalam,2010,Pupil-teacher ratio in primary education,11.3488,,United Nations Educational
96,Brunei Darussalam,2010,Teachers at tertiary level (thousands),0.692,,United Nations Educational
96,Brunei Darussalam,2010,Pupil-teacher ratio in tertiary education,8.3468,,United Nations Educational
96,Brunei Darussalam,2015,Teachers at primary level (thousands),4.033,,United Nations Educational
96,Brunei Darussalam,2015,Pupil-teacher ratio in primary education,10.0166,,United Nations Educational
96,Brunei Darussalam,2015,Teachers at secondary level (thousands),5.347,,United Nations Educational
96,Brunei Darussalam,2015,Pupil-teacher ratio in secondary education,8.8365,,United Nations Educational
96,Brunei Darussalam,2015,Teachers at tertiary level (thousands),0.912,,United Nations Educational
96,Brunei Darussalam,2015,Pupil-teacher ratio in tertiary education,11.9145,,United Nations Educational
96,Brunei Darussalam,2018,Teachers at primary level (thousands),3.989,,United Nations Educational
96,Brunei Darussalam,2018,Pupil-teacher ratio in primary education,9.8952,,United Nations Educational
96,Brunei Darussalam,2018,Teachers at secondary level (thousands),5.331,,United Nations Educational
96,Brunei Darussalam,2018,Pupil-teacher ratio in secondary education,8.2684,,United Nations Educational
96,Brunei Darussalam,2018,Teachers at tertiary level (thousands),0.881,,United Nations Educational
96,Brunei Darussalam,2018,Pupil-teacher ratio in tertiary education,12.4177,,United Nations Educational
100,Bulgaria,2005,Teachers at primary level (thousands),17.873,,United Nations Educational
100,Bulgaria,2005,Pupil-teacher ratio in primary education,16.2265,,United Nations Educational
100,Bulgaria,2005,Teachers at secondary level (thousands),57.253,,United Nations Educational
100,Bulgaria,2005,Pupil-teacher ratio in secondary education,11.9756,,United Nations Educational
100,Bulgaria,2005,Teachers at tertiary level (thousands),21.102,,United Nations Educational
100,Bulgaria,2005,Pupil-teacher ratio in tertiary education,11.2742,,United Nations Educational
100,Bulgaria,2010,Teachers at primary level (thousands),14.885,,United Nations Educational
100,Bulgaria,2010,Pupil-teacher ratio in primary education,17.4901,,United Nations Educational
100,Bulgaria,2010,Teachers at secondary level (thousands),44.034,,United Nations Educational
100,Bulgaria,2010,Pupil-teacher ratio in secondary education,12.0811,,United Nations Educational
100,Bulgaria,2010,Teachers at tertiary level (thousands),20.855,,United Nations Educational
100,Bulgaria,2010,Pupil-teacher ratio in tertiary education,13.7658,,United Nations Educational
100,Bulgaria,2014,Teachers at primary level (thousands),14.596,,United Nations Educational
100,Bulgaria,2014,Pupil-teacher ratio in primary education,17.7336,,United Nations Educational
100,Bulgaria,2014,Teachers at secondary level (thousands),39.224,,United Nations Educational
100,Bulgaria,2014,Pupil-teacher ratio in secondary education,13.2295,,United Nations Educational
100,Bulgaria,2014,Teachers at tertiary level (thousands),23.012,,United Nations Educational
100,Bulgaria,2014,Pupil-teacher ratio in tertiary education,12.3107,,United Nations Educational
100,Bulgaria,2016,Teachers at primary level (thousands),14.876,,United Nations Educational
100,Bulgaria,2016,Pupil-teacher ratio in primary education,17.6102,,United Nations Educational
100,Bulgaria,2016,Teachers at secondary level (thousands),38.546,,United Nations Educational
100,Bulgaria,2016,Pupil-teacher ratio in secondary education,12.6365,,United Nations Educational
100,Bulgaria,2016,Teachers at tertiary level (thousands),22.604,,United Nations Educational
100,Bulgaria,2016,Pupil-teacher ratio in tertiary education,11.7991,,United Nations Educational
100,Bulgaria,2017,Teachers at primary level (thousands),17.393,,United Nations Educational
100,Bulgaria,2017,Pupil-teacher ratio in primary education,15.2074,,United Nations Educational
100,Bulgaria,2017,Teachers at tertiary level (thousands),22.223,,United Nations Educational
100,Bulgaria,2017,Pupil-teacher ratio in tertiary education,11.2468,,United Nations Educational
854,Burkina Faso,2003,Teachers at primary level (thousands),22.664,,United Nations Educational
854,Burkina Faso,2003,Pupil-teacher ratio in primary education,44.6589,,United Nations Educational
854,Burkina Faso,2003,Teachers at secondary level (thousands),7.559,,United Nations Educational
854,Burkina Faso,2003,Pupil-teacher ratio in secondary education,31.342,,United Nations Educational
854,Burkina Faso,2005,Teachers at primary level (thousands),26.938,,United Nations Educational
854,Burkina Faso,2005,Pupil-teacher ratio in primary education,47.1764,,United Nations Educational
854,Burkina Faso,2005,Teachers at tertiary level (thousands),1.984,,United Nations Educational
854,Burkina Faso,2005,Pupil-teacher ratio in tertiary education,14.0837,,United Nations Educational
854,Burkina Faso,2010,Teachers at primary level (thousands),39.077,,United Nations Educational
854,Burkina Faso,2010,Pupil-teacher ratio in primary education,52.3999,,United Nations Educational
854,Burkina Faso,2010,Teachers at secondary level (thousands),17.78,,United Nations Educational
854,Burkina Faso,2010,Pupil-teacher ratio in secondary education,30.258,,United Nations Educational
854,Burkina Faso,2010,Teachers at tertiary level (thousands),2.889,,United Nations Educational
854,Burkina Faso,2010,Pupil-teacher ratio in tertiary education,17.7106,,United Nations Educational
854,Burkina Faso,2015,Teachers at primary level (thousands),64.177,,United Nations Educational
854,Burkina Faso,2015,Pupil-teacher ratio in primary education,42.1772,,United Nations Educational
854,Burkina Faso,2015,Teachers at secondary level (thousands),38.322,,United Nations Educational
854,Burkina Faso,2015,Pupil-teacher ratio in secondary education,25.1957,,United Nations Educational
854,Burkina Faso,2015,Teachers at tertiary level (thousands),4.557,,United Nations Educational
854,Burkina Faso,2015,Pupil-teacher ratio in tertiary education,18.345,,United Nations Educational
854,Burkina Faso,2018,Teachers at primary level (thousands),80.713,,United Nations Educational
854,Burkina Faso,2018,Pupil-teacher ratio in primary education,39.7217,,United Nations Educational
854,Burkina Faso,2018,Teachers at secondary level (thousands),55.407,,United Nations Educational
854,Burkina Faso,2018,Pupil-teacher ratio in secondary education,23.12,,United Nations Educational
854,Burkina Faso,2018,Teachers at tertiary level (thousands),6.797,,United Nations Educational
854,Burkina Faso,2018,Pupil-teacher ratio in tertiary education,17.3201,,United Nations Educational
108,Burundi,2005,Teachers at primary level (thousands),21.289,,United Nations Educational
108,Burundi,2005,Pupil-teacher ratio in primary education,48.704,,United Nations Educational
108,Burundi,2005,Teachers at secondary level (thousands),7.498,Estimate.,United Nations Educational
108,Burundi,2005,Pupil-teacher ratio in secondary education,22.8208,Estimate.,United Nations Educational
108,Burundi,2005,Teachers at tertiary level (thousands),1.051,,United Nations Educational
108,Burundi,2005,Pupil-teacher ratio in tertiary education,16.0942,,United Nations Educational
108,Burundi,2010,Teachers at primary level (thousands),36.557,,United Nations Educational
108,Burundi,2010,Pupil-teacher ratio in primary education,50.6021,,United Nations Educational
108,Burundi,2010,Teachers at secondary level (thousands),11.275,,United Nations Educational
108,Burundi,2010,Pupil-teacher ratio in secondary education,29.9403,,United Nations Educational
108,Burundi,2010,Teachers at tertiary level (thousands),1.784,,United Nations Educational
108,Burundi,2010,Pupil-teacher ratio in tertiary education,16.4064,,United Nations Educational
108,Burundi,2014,Teachers at primary level (thousands),46.887,,United Nations Educational
108,Burundi,2014,Pupil-teacher ratio in primary education,43.6538,,United Nations Educational
108,Burundi,2014,Teachers at secondary level (thousands),15.673,,United Nations Educational
108,Burundi,2014,Pupil-teacher ratio in secondary education,37.2174,,United Nations Educational
108,Burundi,2014,Teachers at tertiary level (thousands),2.03,,United Nations Educational
108,Burundi,2014,Pupil-teacher ratio in tertiary education,25.234,,United Nations Educational
108,Burundi,2015,Teachers at primary level (thousands),47.949,,United Nations Educational
108,Burundi,2015,Pupil-teacher ratio in primary education,43.2211,,United Nations Educational
108,Burundi,2015,Teachers at secondary level (thousands),18.558,,United Nations Educational
108,Burundi,2015,Pupil-teacher ratio in secondary education,35.7928,,United Nations Educational
108,Burundi,2017,Teachers at primary level (thousands),42.854,,United Nations Educational
108,Burundi,2017,Pupil-teacher ratio in primary education,49.6143,,United Nations Educational
108,Burundi,2017,Teachers at secondary level (thousands),23.729,,United Nations Educational
108,Burundi,2017,Pupil-teacher ratio in secondary education,28.0297,,United Nations Educational
108,Burundi,2017,Teachers at tertiary level (thousands),3.118,,United Nations Educational
108,Burundi,2017,Pupil-teacher ratio in tertiary education,19.796,,United Nations Educational
108,Burundi,2018,Teachers at primary level (thousands),51.051,,United Nations Educational
108,Burundi,2018,Pupil-teacher ratio in primary education,42.5238,,United Nations Educational
108,Burundi,2018,Teachers at secondary level (thousands),25.372,,United Nations Educational
108,Burundi,2018,Pupil-teacher ratio in secondary education,26.5984,,United Nations Educational
132,Cabo Verde,2005,Teachers at primary level (thousands),3.19,,United Nations Educational
132,Cabo Verde,2005,Pupil-teacher ratio in primary education,26.0141,,United Nations Educational
132,Cabo Verde,2005,Teachers at secondary level (thousands),2.241,,United Nations Educational
132,Cabo Verde,2005,Pupil-teacher ratio in secondary education,23.5034,,United Nations Educational
132,Cabo Verde,2005,Teachers at tertiary level (thousands),0.485,,United Nations Educational
132,Cabo Verde,2005,Pupil-teacher ratio in tertiary education,8.0619,,United Nations Educational
132,Cabo Verde,2010,Teachers at primary level (thousands),3.009,,United Nations Educational
132,Cabo Verde,2010,Pupil-teacher ratio in primary education,23.6404,,United Nations Educational
132,Cabo Verde,2010,Teachers at secondary level (thousands),3.522,,United Nations Educational
132,Cabo Verde,2010,Pupil-teacher ratio in secondary education,17.5119,,United Nations Educational
132,Cabo Verde,2010,Teachers at tertiary level (thousands),0.926,,United Nations Educational
132,Cabo Verde,2010,Pupil-teacher ratio in tertiary education,10.9546,,United Nations Educational
132,Cabo Verde,2015,Teachers at primary level (thousands),2.988,,United Nations Educational
132,Cabo Verde,2015,Pupil-teacher ratio in primary education,21.9478,,United Nations Educational
132,Cabo Verde,2015,Teachers at secondary level (thousands),3.575,,United Nations Educational
132,Cabo Verde,2015,Pupil-teacher ratio in secondary education,16.4076,,United Nations Educational
132,Cabo Verde,2015,Teachers at tertiary level (thousands),1.366,,United Nations Educational
132,Cabo Verde,2015,Pupil-teacher ratio in tertiary education,9.1786,,United Nations Educational
132,Cabo Verde,2018,Teachers at primary level (thousands),3.043,,United Nations Educational
132,Cabo Verde,2018,Pupil-teacher ratio in primary education,21.0736,,United Nations Educational
132,Cabo Verde,2018,Teachers at secondary level (thousands),3.46,,United Nations Educational
132,Cabo Verde,2018,Pupil-teacher ratio in secondary education,15.4205,,United Nations Educational
132,Cabo Verde,2018,Teachers at tertiary level (thousands),1.461,,United Nations Educational
132,Cabo Verde,2018,Pupil-teacher ratio in tertiary education,7.9802,,United Nations Educational
116,Cambodia,2003,Teachers at primary level (thousands),49.293,,United Nations Educational
116,Cambodia,2003,Pupil-teacher ratio in primary education,56.2375,,United Nations Educational
116,Cambodia,2003,Teachers at secondary level (thousands),23.749,,United Nations Educational
116,Cambodia,2003,Pupil-teacher ratio in secondary education,23.5882,,United Nations Educational
116,Cambodia,2003,Teachers at tertiary level (thousands),2.479,,United Nations Educational
116,Cambodia,2003,Pupil-teacher ratio in tertiary education,17.4304,,United Nations Educational
116,Cambodia,2005,Teachers at primary level (thousands),50.654,,United Nations Educational
116,Cambodia,2005,Pupil-teacher ratio in primary education,53.2114,,United Nations Educational
116,Cambodia,2005,Teachers at tertiary level (thousands),2.498,,United Nations Educational
116,Cambodia,2005,Pupil-teacher ratio in tertiary education,22.7422,,United Nations Educational
116,Cambodia,2006,Teachers at primary level (thousands),51.212,,United Nations Educational
116,Cambodia,2006,Pupil-teacher ratio in primary education,50.4228,,United Nations Educational
116,Cambodia,2006,Teachers at secondary level (thousands),27.07,,United Nations Educational
116,Cambodia,2006,Pupil-teacher ratio in secondary education,29.9888,,United Nations Educational
116,Cambodia,2006,Teachers at tertiary level (thousands),3.261,,United Nations Educational
116,Cambodia,2006,Pupil-teacher ratio in tertiary education,29.0426,,United Nations Educational
116,Cambodia,2007,Teachers at primary level (thousands),48.736,,United Nations Educational
116,Cambodia,2007,Pupil-teacher ratio in primary education,50.8791,,United Nations Educational
116,Cambodia,2007,Teachers at secondary level (thousands),30.258,,United Nations Educational
116,Cambodia,2007,Pupil-teacher ratio in secondary education,28.9219,,United Nations Educational
116,Cambodia,2010,Teachers at primary level (thousands),46.905,,United Nations Educational
116,Cambodia,2010,Pupil-teacher ratio in primary education,48.4496,,United Nations Educational
116,Cambodia,2015,Teachers at primary level (thousands),47.866,,United Nations Educational
116,Cambodia,2015,Pupil-teacher ratio in primary education,45.5212,,United Nations Educational
116,Cambodia,2015,Teachers at tertiary level (thousands),12.246,,United Nations Educational
116,Cambodia,2015,Pupil-teacher ratio in tertiary education,17.7498,,United Nations Educational
116,Cambodia,2017,Teachers at primary level (thousands),50.684,,United Nations Educational
116,Cambodia,2017,Pupil-teacher ratio in primary education,41.6627,,United Nations Educational
116,Cambodia,2017,Teachers at tertiary level (thousands),14.96,,United Nations Educational
116,Cambodia,2017,Pupil-teacher ratio in tertiary education,13.8772,,United Nations Educational
116,Cambodia,2018,Teachers at primary level (thousands),51.49,,United Nations Educational
116,Cambodia,2018,Pupil-teacher ratio in primary education,41.7035,,United Nations Educational
120,Cameroon,2005,Teachers at primary level (thousands),62.28,Estimate.,United Nations Educational
120,Cameroon,2005,Pupil-teacher ratio in primary education,47.8128,Estimate.,United Nations Educational
120,Cameroon,2005,Teachers at secondary level (thousands),48.497,Estimate.,United Nations Educational
120,Cameroon,2005,Pupil-teacher ratio in secondary education,16.1701,Estimate.,United Nations Educational
120,Cameroon,2005,Teachers at tertiary level (thousands),3.173,,United Nations Educational
120,Cameroon,2005,Pupil-teacher ratio in tertiary education,31.4731,Estimate.,United Nations Educational
120,Cameroon,2008,Teachers at primary level (thousands),69.544,,United Nations Educational
120,Cameroon,2008,Pupil-teacher ratio in primary education,46.0353,,United Nations Educational
120,Cameroon,2008,Teachers at secondary level (thousands),42.877,,United Nations Educational
